faoID,simpleName,primary,faoName,faoGroupID,faoGroupName,canonicalName,definition
631,waters ice and snow,FALSE,"Waters, Ice and Snow",15,beverages,NA,"Includes natural or artificial mineral waters without added sugar, sweeteners or flavourings."
632,alcohol non-food purposes,FALSE,"Alcohol, Non-Food Purposes",15,beverages,NA,Includes undenatured ethyl alcohol (strength by volume of > 80%) and denatured (any strength).
633,beverages non-alcoholic,FALSE,"Beverages, Non-Alcoholic",15,beverages,NA,"Includes sweetened or flavoured mineral waters and other non-alcoholic beverages, such as lemonade, orangeade, cola, etc. Excludes fruit and vegetable juices."
634,beverages distilled alcoholic,FALSE,"Beverages, Distilled Alcoholic",15,beverages,NA,"Includes undenatured ethyl alcohol (strength by volume < 80%); spirits, liqueurs and other spirituous beverages and preparations."
635,straw and husks,FALSE,Straw and Husks,11,fodder crops and products,NA,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed, or in the form of pellets."
636,maize for forage,FALSE,Maize for forage,11,fodder crops and products,NA,Maize cut green as grass.
637,sorghum for forage,FALSE,Sorghum for forage,11,fodder crops and products,NA,"Usually sweet sorghum, so called for the sweet juice in the stem, which is cut green as grass."
638,rye grass for forage,TRUE,Rye grass for forage,11,fodder crops and products,Lolium multiflorum | Lolium perenne,Quick-growing grasses.
639,grasses nes for forage,TRUE,Grasses nes for forage,11,fodder crops and products,Agrostis spp. | Poa spp. | Sorghum almum | Festuca spp. | Pennisetum purpureum | Dactylis glomerata | Chloris gayana | Sorghum vulgare var. sudanense | Phleum pratense,"Includes species used for cereal production, if cut green for fodder"
640,clover for forage,TRUE,Clover for forage,11,fodder crops and products,Trifolium spp.,"Various species grown for pasture, green fodder or silage."
641,alfalfa for forage,TRUE,Alfalfa for forage,11,fodder crops and products,Medicago sativa,"A deep-rooted perennial herb used for green fodder, for hay or silage, and for pasture."
642,green oilseeds for silage,FALSE,Green oilseeds for silage,11,fodder crops and products,NA,Cut green as grass.
643,legumes for silage,TRUE,Legumes for silage,11,fodder crops and products,Lotus corniculatus | Lespedeza spp. | Pueraria lobata | Sesbania spp. | Onobrychis sativa | Hedysarum coronarium,"Includes species of pulses, if harvested for fodder."
644,cabbage for fodder,TRUE,Cabbage for fodder,11,fodder crops and products,Brassica chinensis | Brassica oleracea,Especially cultivated for fodder.
645,pumpkins for fodder,TRUE,Pumpkins for fodder,11,fodder crops and products,Cucurbita spp.,Especially cultivated for fodder.
646,turnips for fodder,TRUE,Turnips for fodder,11,fodder crops and products,Brassica rapa var. rapifera,Especially cultivated for fodder.
647,beets for fodder,TRUE,Beets for fodder,11,fodder crops and products,Beta vulgaris,Especially cultivated for fodder.
648,carrots for fodder,TRUE,Carrots for fodder,11,fodder crops and products,Daucus carota,Especially cultivated for fodder.
649,swedes for fodder,TRUE,Swedes for fodder,11,fodder crops and products,Brassica napus var. napobrassica,Especially cultivated for fodder.
650,leaves tops and vines nes,FALSE,"Leaves, Tops and Vines nes",11,fodder crops and products,NA,"Vegetable products that are not specifically grown for animal feed, but are used for that purpose."
651,forage products nes,FALSE,Forage Products nes,11,fodder crops and products,NA,Plants specifically grown for animal feed.
652,vegetable products for feed nes,FALSE,Vegetable Products for Feed nes,11,fodder crops and products,NA,"Vegetable products, vegetable waste, residues and by-products from the industrial processing of vegetable materials."
653,food wastes,FALSE,Food Wastes,11,fodder crops and products,NA,"Sweetened forage and preparations of a kind used for animal feed, e.g. wine lees, argol."
655,vegetables roots fodder nes,FALSE,"Vegetables, roots fodder nes",11,fodder crops and products,NA,Any other crop of the vegetable group that is cultivated for fodder.
656,coffee green,TRUE,Coffee green,12,stimulant crops and derived products,Coffea spp. | Coffea arabica | Coffea robusta | Coffea liberica,Raw coffee in all forms.
657,coffee roasted,FALSE,"Coffee, Roasted",12,stimulant crops and derived products,NA,"With or without caffeine, and whether or not ground."
658,coffee substitutes,FALSE,Coffee Substitutes,12,stimulant crops and derived products,NA,Coffee substitutes containing coffee in any proportion.
659,coffee extracts,FALSE,Coffee Extracts,12,stimulant crops and derived products,NA,"Essences and concentrates, including instant coffee, roasted chicory and other coffee substitutes, extracts and essences thereof."
660,coffee husks and skins,FALSE,Coffee Husks and Skins,12,stimulant crops and derived products,NA,No definition available.
661,cocoa beans,TRUE,Cocoa beans,12,stimulant crops and derived products,Theobroma cacao,"The seeds contained in the fruit of the cacao- tree, including whole or broken, raw or roasted."
662,cocoa paste,FALSE,Cocoa Paste,12,stimulant crops and derived products,NA,Obtained by grinding roasted cocoa beans. Also called liquor. Not defatted.
663,cocoa husks and shells,FALSE,Cocoa Husks and Shells,12,stimulant crops and derived products,NA,Including skins and other cocoa waste.
664,cocoa butter,FALSE,Cocoa Butter,12,stimulant crops and derived products,NA,Obtained by hot-pressing either cocoa paste or the whole bean. Includes the fat and oil.
665,cocoa powder and cake,FALSE,Cocoa Powder and Cake,12,stimulant crops and derived products,NA,"Wholly or partly defatted paste (cake) and cake reduced to powder, without added sugar or other sweeteners."
666,chocolate products nes,FALSE,Chocolate Products nes,12,stimulant crops and derived products,NA,"Includes sweetened cocoa powder, chocolate and other food preparations containing cocoa, as well as sugar confectionery containing cocoa in any amount. Excludes white chocolate (see 0168 in Group 3)."
667,tea,TRUE,Tea,12,stimulant crops and derived products,Camellia sinensis | Thea sinensis | Thea assaamica,"Includes green tea (unfermented), black tea (fermented), and partially fermented tea. Excludes green tea eaten as a vegetable."
671,mate,TRUE,Mate,12,stimulant crops and derived products,Ilex paraguayensis,The dried leaves of certain shrubs of the holly family which grow in South America. Prepared in a way similar to tea.
672,extracts of tea and mate,FALSE,Extracts of Tea and Mate,12,stimulant crops and derived products,NA,"Includes essences, concentrates and preparations of tea and maté."
674,tea nes,FALSE,Tea nes,12,stimulant crops and derived products,NA,"Various plants used for making infusions like tea, i.e. herbal teas."
677,hops,TRUE,Hops,13,tobacco and rubber and other crops,Humulus lupulus,"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets. Includes lupuline, a yellow resinous powder that covers the hop cones. Mainly used in the brewing industry to give flavour to beer."
687,pepper,TRUE,Pepper,10,spices,Piper nigrum | Piper longum,"Perennial climbing vines. Includes whole, crushed or ground berries. Black pepper is produced from partially ripe berries, while white pepper is from fully ripe berries which have had the outer hull removed."
689,pimento,TRUE,Pimento,10,spices,Capsicum frutescens | Capsicum annuum | Pimenta officinalis,Uncrushed or unground fresh pimentos are considered to be vegetables. See Group 7.
692,vanilla,TRUE,Vanilla,10,spices,Vanilla planifolia | Vanilla pompona,"The fruit (or bean) of a climbing plant of the orchid family. Includes whole, crushed or ground."
693,cinnamon (canella),TRUE,Cinnamon (canella),10,spices,Cinnamomum zeylanicum | Cinnamomum cassia,"The inner bark of young branches of certain trees of the Laurus family. Includes cinnamon- tree flowers, cinnamon fruit and cinnamon waste (chips), whether whole, crushed or ground."
698,cloves,TRUE,Cloves,10,spices,Eugenia caryophyllata | Caryophyllus aromaticus,"The whole fruit of the clove tree, including the flowers picked before maturity and dried in the sun, and the stems of the clove flowers."
702,nutmeg mace cardamoms,TRUE,"Nutmeg, mace, cardamoms",10,spices,Myristica fragrans | Elettaria cardamomum | Aframomum angustifolium | Aframomum hambury; Amomun aromaticum; Amomun cardamomum | Aframomum melegueta | NA,Nutmeg is the inner brown kernel of the fruit of the nutmeg tree. Mace is the net-like membrane between the outer shell and the kernel. Cardamon seeds are enclosed in the capsule produced by perennial herbs of the Zingiberaceae family.
711,anise badian fennel,TRUE,"Anise, badian, fennel",10,spices,Pimpinella anisum | Illicium verum | Carum carvi | Coriandrum sativum | Cuminum cyminum | Foeniculum vulgare | Juniperus communis,"Seeds and berries from the various plants listed. They are normally used as spices, but also have industrial (e.g. in distilleries) and medicinal applications."
720,ginger,TRUE,Ginger,10,spices,Zingiber officinale,"Rhizome of a perennial herb. It also is used for making beverages. Includes fresh, provisionally preserved or dried, whereas ginger preserved in sugar or syrup is excluded."
723,spices nes,TRUE,Spices nes,10,spices,Laurus nobilis | Anethum graveolens | Trigonella foenum-graecum | Crocus sativus | Thymus vulgaris | Curcuma longa,"Other spices that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report spices under this heading that are classified individually by FAO. This heading also includes curry powder and other mixtures of different spices."
737,oil of citronella,FALSE,Oil of citronella,13,tobacco and rubber and other crops,NA,Essential oil extracted from Cymbopogon nardus.
748,peppermint spearmint,TRUE,"Peppermint, Spearmint",13,tobacco and rubber and other crops,Mentha spp. | Mentha piperita,"Leaves and flowers are used in the perfumery, food and other industries."
753,essential oils nes,FALSE,Essential oils nes,13,tobacco and rubber and other crops,NA,"Extracted from many plants and used mainly in the perfumery, food and other industries."
754,pyrethrum dried flowers,TRUE,"Pyrethrum, dried flowers",13,tobacco and rubber and other crops,Chrysanthemum cinerariifolium,"Includes leaves, stems and flowers. For insecticides, fungicides and similar products."
755,pyrethrum extract,FALSE,Pyrethrum Extract,13,tobacco and rubber and other crops,NA,Obtained from the flowers by extraction using an organic solvent.
756,pyrethrum marc,FALSE,Pyrethrum Marc,13,tobacco and rubber and other crops,NA,The waste from pyrethrum processing.
767,cotton lint,FALSE,Cotton Lint,9,fibres of vegetal and animal origin,NA,"Fibres from ginning seed cotton that have not been carded or combed. Trade data also include fibres that have been cleaned, bleached, dyed or rendered absorbent."
768,cotton carded or combed,FALSE,"Cotton, Carded or Combed",9,fibres of vegetal and animal origin,NA,"Cotton (including garnetted stock and other cotton waste) which has been carded or combed, whether or not further prepared for spinning. May be bleached or dyed."
769,cotton waste,FALSE,Cotton Waste,9,fibres of vegetal and animal origin,NA,"Waste is produced when cotton is prepared for spinning, or during spinning operations, weaving, knitting, etc., or from garnetting cotton goods."
770,cotton linters,FALSE,Cotton Linters,9,fibres of vegetal and animal origin,NA,Very short fibres that cover the seeds after ginning and that are very high in cellulose.
771,flax raw or retted,TRUE,"Flax, raw or retted",9,fibres of vegetal and animal origin,Linum usitatissimum,Flax is cultivated for seed as well as for fibre. The fibre is obtained from the stem of the plant. Data are reported in terms of straw.
773,flax fibre and tow,FALSE,Flax fibre and tow,9,fibres of vegetal and animal origin,NA,"Broken, scutched, hackled etc. but not spun. Traditionally, FAO has used this commodity to identify production in its raw state; in reality, the primary agricultural product is the commodity 0771, which can either be used for the production of fibre or for other purposes."
774,flax tow and waste,FALSE,Flax tow and waste,9,fibres of vegetal and animal origin,NA,Includes yarn waste and garnetted stock.
777,hemp fibre and tow,TRUE,Hemp fibre and tow,9,fibres of vegetal and animal origin,Cannabis sativa,"This plant is cultivated for seed as well as for fibre. The fibre is obtained from the stem of the plant. Trade data include raw, retted, scutched, combed fibre, tow and waste."
778,kapok fibre,TRUE,Kapok fibre,9,fibres of vegetal and animal origin,Ceiba pentandra,"This plant is cultivated for seed as well as for fibre. Trade data cover only fibres that have been crushed, carded or combed for spinning."
780,jute,TRUE,Jute,9,fibres of vegetal and animal origin,Corchorus capsularis | Corchorus olitorius,"Trade data cover raw or processed jute (but not spun), tow and waste, yarn waste and garnetted stock and may include jute-like fibres."
782,jute-like fibres,TRUE,Jute-like fibres,9,fibres of vegetal and animal origin,Abutilon avicennae | Urena lobata | Urena sinuata | Abroma augusta | Hibiscus cannabinus | Hibiscus sabdariffa | Crotalaria juncea,"This definition covers all textile fibres extracted from the stems of dicotyledonous plants, o/t flax, ramie, true hemp and true jute. For trade coverage see 0780."
788,ramie,TRUE,Ramie,9,fibres of vegetal and animal origin,Boehmeria nivea | Boehmeria tenacissima,Ramie fibre is obtained from the bast of the plant. For trade coverage see 0780
789,sisal,TRUE,Sisal,9,fibres of vegetal and animal origin,Agave sisalana,"Sisal fibre is obtained from the leaves of the plant. It also is used as an ornamental plant. Trade data cover fibres that are raw, prepared for spinning, and tow and waste, including yarn waste and garnetted stock."
800,agave fibres nes,TRUE,Agave fibres nes,9,fibres of vegetal and animal origin,Agave foetida | Agave fourcroydes | Agave lecheguilla | Agave cantala | Agave americana | Agave letonae,"See 0789. The leaves of some agave varieties are used for the production of alcoholic beverages, such as aquamiel, mezcal, pulque and tequila."
809,abaca manila hemp,TRUE,Abaca manila hemp,9,fibres of vegetal and animal origin,Musa textilis,The fibre is obtained from stalks of certain banana trees. For trade coverage see 0789.
813,coir,TRUE,Coir,9,fibres of vegetal and animal origin,Cocos nucifera,Coir fibre is obtained from the fibrous covering of the mesocarp. For trade coverage see 0789.
821,fibre crops nes,TRUE,Fibre crops nes,9,fibres of vegetal and animal origin,Lygeum spartum | Stipa tenacissima | Sansevieria spp. | Neoglaziovia variegata | Furcraea macrophylla | Furcraea gigantea | Phormium tenax | Samuela carnerosana,"Other fibres that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report vegetable fibres under this commodity heading that are classified individually by FAO. The fibre is obtained from the leaves, stalks or fruit of the plant. In instances where the fibrous part is normally used for other purposes, data cover only those fibres intended for spinning. For trade coverage see 0789."
826,tobacco leaves,TRUE,Tobacco leaves,13,tobacco and rubber and other crops,Nicotiana tabacum,"Unmanufactured dry tobacco, including refuse that is not stemmed or stripped, or is partly or wholly stemmed or stripped."
828,cigarettes,FALSE,Cigarettes,13,tobacco and rubber and other crops,NA,Includes cigarettes of tobacco substitutes.
829,cigars and cheroots,FALSE,Cigars and Cheroots,13,tobacco and rubber and other crops,NA,"Includes cigars, cheroots and cigarillos of tobacco substitutes."
831,tobacco products nes,FALSE,Tobacco Products nes,13,tobacco and rubber and other crops,NA,"Includes smoking, chewing, snuff tobacco, homogenized or compressed tobacco, manufactured tobacco substitutes, tobacco extracts and essences."
836,natural rubber,TRUE,Natural rubber,13,tobacco and rubber and other crops,Hevea brasiliensis,"The liquid secreted by the rubber tree. Includes stabilized or concentrated latex and prevulcanized rubber latex. In trade figures, liquid weight is converted to dry weight at 60%."
837,rubber natural (dry),FALSE,"Rubber, Natural (Dry)",13,tobacco and rubber and other crops,NA,"In the form of sheets, crêpes, re-agglomerated granules, free-flowing powders, etc.; includes technically specified natural rubber (TSNR)."
839,natural gums,TRUE,Natural gums,13,tobacco and rubber and other crops,Manilkara bidentata | Manihot glaziovii | Achras zapota | Parthenium argentatum | Palachium gutta | Dieva costulana,"Extracted from the latex of trees of various species. Although similar to rubber in many ways, natural gums are usually less elastic."
840,compound feed cattle,FALSE,"Compound Feed, Cattle",11,fodder crops and products,NA,Prepared animal feed designed to provide a balanced diet (complete feed).
841,compound feed poultry,FALSE,"Compound Feed, Poultry",11,fodder crops and products,NA,See 0840.
842,compound feed pigs,FALSE,"Compound Feed, Pigs",11,fodder crops and products,NA,See 0840.
843,pet food,FALSE,Pet Food,11,fodder crops and products,NA,"International trade classifications cover only dog and cat food. FAO trade data also cover food for other pets (i.e. fish, birds, etc.), whenever possible."
845,compound feed nes,FALSE,Compound Feed nes,11,fodder crops and products,NA,See 0840. See general note in the introduction.
846,gluten feed and meal,FALSE,Gluten Feed and Meal,11,fodder crops and products,NA,"Generally, by-products of the wet milling of maize. Gluten feed consists of fibres, spent germ and steep liquor. Gluten meal contains endosperm protein fractions that remain following starch recovery (see Group 1)."
849,feed yeast,FALSE,Feed Yeast,11,fodder crops and products,NA,Inactive dried yeast.
850,feed supplements,FALSE,Feed Supplements,11,fodder crops and products,NA,Prepared animal feed that supplements the basic farm produced feed with organic or inorganic substances.
851,non-protein nitrogens,FALSE,Non-Protein Nitrogens,11,fodder crops and products,NA,A mixture of different nutrients or substances that are used in making complete or supplementary feeds.
852,other concentrates nes,FALSE,Other Concentrates nes,11,fodder crops and products,NA,See 0851.
853,vitamins,FALSE,Vitamins,11,fodder crops and products,NA,See 0851.
854,feed additives,FALSE,Feed Additives,11,fodder crops and products,NA,See 0851.
855,feed minerals,FALSE,Feed Minerals,11,fodder crops and products,NA,See 0851.
857,hay non leguminous,FALSE,"Hay, non leguminous",11,fodder crops and products,NA,Hay that is mainly from grasses.
858,hay (clover lucerne etc.),FALSE,"Hay (Clover, Lucerne, etc.)",11,fodder crops and products,NA,Hay from leguminous crops.
859,hay nes,FALSE,Hay nes,11,fodder crops and products,NA,Hay from unspecified plants.
862,alfalfa meal and pellets,FALSE,Alfalfa Meal and Pellets,11,fodder crops and products,NA,"Alfalfa (lucerne) dried, whole, cut, chopped, milled, pressed or pelletized."
866,cattle,TRUE,Cattle,16,livestock,Bos taurus | Bos indicus | subgenus Bibos | Poephagus grunniens,"Animals of the genus listed, regardless of age, sex, or purpose raised. Data are expressed in number of heads."
867,meat of cattle,FALSE,Meat of cattle,17,products from slaughtered animals,NA,"Meat of bovine animals, fresh, chilled or frozen, with bone in. Common trade names are beef and veal."
868,offals of cattle edible,FALSE,"Offals of cattle, edible",17,products from slaughtered animals,NA,"Fresh, chilled or frozen."
869,fat of cattle,FALSE,Fat of cattle,14,vegetable and animal oils and fats,NA,"Unrendered slaughter fats from bovine animals, including edible and inedible fats that are removed in the course of dressing the carcass."
870,meat of cattle boneless,FALSE,"Meat of cattle, boneless",17,products from slaughtered animals,NA,"Boneless meat of bovine animals, whether fresh, chilled or frozen."
871,cattle butcher fat,FALSE,"Cattle, Butcher Fat",14,vegetable and animal oils and fats,NA,Unrendered fats that are removed during butchering.
872,beef and veal dried salted smoked,FALSE,"Beef and Veal, Dried, Salted, Smoked",17,products from slaughtered animals,NA,"Meat of bovine animals, whether salted, in brine, dried or smoked.Includes edible flours and meals."
873,meat extracts,FALSE,Meat Extracts,17,products from slaughtered animals,NA,Extracts obtained by boiling meat under pressure and concentrating the resulting liquid after the fat has been removed. Includes juices obtained by pressing raw meat. Whenever possible trade data exclude fish extracts.
874,sausages of beef and veal,FALSE,Sausages of Beef and Veal,17,products from slaughtered animals,NA,"Preparations of meat or offal, whether chopped, minced or of blood.They may be raw, cooked or smoked and contain other ingredients, andare then enclosed in natural or artificial casings."
875,beef and veal preparations nes,FALSE,Beef and Veal Preparations nes,17,products from slaughtered animals,NA,"Meat and offal (o/t liver) that are boiled, steamed, grilled, fried,roasted or otherwise cooked. Includes prepared meals that contain morethan 20% of meat and offal by weight."
877,homogenized meat preparations,FALSE,Homogenized Meat Preparations,17,products from slaughtered animals,NA,Preparations used in infant or dietetic food.
878,liver preparations,FALSE,Liver Preparations,17,products from slaughtered animals,NA,"Liver of any animal, excluding fatty livers of code 1060."
882,cow milk whole (fresh),FALSE,"Cow milk, whole (fresh)",18,products from live animals,NA,"Production data refer to raw milk containing all its constituents. Trade data normally cover milk from any animal, and refer to milk that is not concentrated, pasteurized, sterilized or other-wise preserved, homogenized or peptonized."
883,standardized milk,FALSE,Standardized Milk,18,products from live animals,NA,Milk in which the fat content is adjusted to a predetermined value without altering any other constituents.
885,cream fresh,FALSE,"Cream, Fresh",18,products from live animals,NA,That portion of milk which is rich in milk fat and is separated by skimming or centrifuging.
886,butter of cow milk,FALSE,Butter of Cow Milk,18,products from live animals,NA,Emulsion of milk fat and water that is obtained by churning cream. Trade data cover butter from the milk of any animal.
887,ghee from cow milk,FALSE,Ghee from Cow Milk,18,products from live animals,NA,Butter from which the water has been removed. Very common in hot countries. Includes also anhydrous butterfat or butter oil.
888,skim milk of cows,FALSE,Skim Milk of Cows,18,products from live animals,NA,Milk from which most of the fat has been removed.
889,whole milk condensed,FALSE,"Whole Milk, Condensed",18,products from live animals,NA,Milk and cream from which water has been partly removed after heat-treating and concentrating. Normally sucrose is added to give the product stability and bacteriological safety.
890,whey condensed,FALSE,"Whey, Condensed",18,products from live animals,NA,Whey paste.
891,yoghurt,FALSE,Yoghurt,18,products from live animals,NA,A fermented milk food.
892,yoghurt concentrated or unconcent,FALSE,"Yoghurt, Concentrated or Unconcent",18,products from live animals,NA,"Includes additives such as sugar, flavouring materials, fruit or cocoa."
893,buttermilk curdled milk acidified milk,FALSE,"Buttermilk, Curdled Milk, Acidified Milk",18,products from live animals,NA,Residue from butter making. Includes kephir.
894,whole milk evaporated,FALSE,"Whole Milk, Evaporated",18,products from live animals,NA,Milk and cream from which the water has been partly removed and which has been heat- treated to render it bacteriologically safe and stable.
895,skim milk evaporated,FALSE,"Skim Milk, Evaporated",18,products from live animals,NA,"Same as 0894, but applied to skim milk."
896,skim milk condensed,FALSE,"Skim Milk, Condensed",18,products from live animals,NA,"Same as 0889, but applied to skim milk."
897,dry whole cow milk,FALSE,Dry Whole Cow Milk,18,products from live animals,NA,"Milk and cream from which water has been completely removed by various methods. In form of powder, granules or other solid forms. May contain added sugar or other sweeteners."
898,dry skim cow milk,FALSE,Dry Skim Cow Milk,18,products from live animals,NA,"Same as 0897, but from skim milk. Normally does not exceed 1.5% fat content."
899,dry buttermilk,FALSE,Dry Buttermilk,18,products from live animals,NA,No definition available.
900,dry whey,FALSE,Dry Whey,18,products from live animals,NA,Used in both food and animal feed.
901,cheese from whole cow milk,FALSE,Cheese from Whole Cow Milk,18,products from live animals,NA,Curd of milk that has been coagulated and separated from whey. May include some skimmed milk.
903,whey fresh,FALSE,"Whey, Fresh",18,products from live animals,NA,"The liquid part of the milk that remains after the separation of curd in cheese making. Its main food use is in the preparation of whey cheese, whey drinks and fermented whey drinks. The main industrial uses are in the manufacture of lactose, whey paste and dried whey."
904,cheese from skimmed cow milk,FALSE,Cheese from Skimmed Cow Milk,18,products from live animals,NA,May include some whole milk.
905,whey cheese,FALSE,Whey Cheese,18,products from live animals,NA,No definition available.
907,processed cheese,FALSE,Processed Cheese,18,products from live animals,NA,No definition available.
908,reconstituted milk,FALSE,Reconstituted Milk,18,products from live animals,NA,"Obtained by adding water, fat, etc. to milk powder."
909,products of natural milk constitue nes,FALSE,"Products of Natural Milk Constitue, nes",18,products from live animals,NA,No definition available.
910,ice cream and edible ice,FALSE,Ice Cream and Edible Ice,18,products from live animals,NA,"A product with a milk or cream base to which sweeteners, eggs, etc. have been added."
916,egg albumin,FALSE,Egg Albumin,18,products from live animals,NA,The main protein constituent of egg white.
917,casein,FALSE,Casein,18,products from live animals,NA,The main protein constituent of milk. Casein is obtained from skimmed milk by precipitation (curdling) with acids or rennet.
919,cattle hides fresh,FALSE,"Cattle hides, fresh",19,hides and skins,NA,Green hide or skin as removed from the carcass of the animal (adult bovine). Used for production data only.
920,hides wet-salted (cattle),FALSE,"Hides, Wet-Salted (Cattle)",19,hides and skins,NA,Approximately 80-85% of green weight.
921,hides dry-salted (cattle),FALSE,"Hides, Dry-Salted (Cattle)",19,hides and skins,NA,"Includes dry and dry-salted, approximately 35% and 55% of green weight, respectively."
922,hides nes cattle,FALSE,"Hides nes, Cattle",19,hides and skins,NA,"Limed, pickled or otherwise preserved."
927,skins fresh (calves),FALSE,"Skins, fresh (calves)",19,hides and skins,NA,See 0919. From young bovine animals.
928,skins wet-salted (calves),FALSE,"Skins, Wet-Salted (Calves)",19,hides and skins,NA,See 0920.
929,skins dry-salted (calves),FALSE,"Skins, Dry-Salted (Calves)",19,hides and skins,NA,See 0921.
930,skins nes calves,FALSE,"Skins nes, Calves",19,hides and skins,NA,See 0922.
946,buffaloes,TRUE,Buffaloes,16,livestock,Bubalus bubalus | Bubalus arnee; Bubalus depressicornis | genus Syncerus | Bison bison | Bison bonasus | NA | NA,See 0866. Excludes wild bisons and buffaloes.
947,buffalo meat,FALSE,Buffalo meat,17,products from slaughtered animals,NA,"Fresh, chilled or frozen, with bone in or boneless."
948,offals of buffalo edible,FALSE,"Offals of buffalo, edible",17,products from slaughtered animals,NA,"Fresh, chilled or frozen."
949,fat of buffalo,FALSE,Fat of buffalo,14,vegetable and animal oils and fats,NA,See 0869.
951,buffalo milk,FALSE,Buffalo milk,18,products from live animals,NA,See 0882 and derived products.
952,butter of buffalo milk,FALSE,Butter of Buffalo Milk,18,products from live animals,NA,No definition available.
953,ghee from buffalo milk,FALSE,"Ghee, from Buffalo Milk",18,products from live animals,NA,No definition available.
954,skim milk of buffalo,FALSE,Skim Milk of Buffalo,18,products from live animals,NA,No definition available.
955,cheese of buffalo milk,FALSE,Cheese of Buffalo Milk,18,products from live animals,NA,No definition available.
957,buffalo hides fresh,FALSE,"Buffalo hides, fresh",19,hides and skins,NA,See 0919. Both adult and young animals.
958,hides wet-salted (buffalo),FALSE,"Hides, Wet-Salted (Buffalo)",19,hides and skins,NA,See 0920.
959,hides dry-salted (buffalo),FALSE,"Hides, Dry-Salted (Buffalo)",19,hides and skins,NA,See 0921.
976,sheep,TRUE,Sheep,16,livestock,Ovis spp.,"See 0866. Includes Uriel, Argali, Bighorn, Karakul and Astrakhan."
977,meat of sheep,FALSE,Meat of sheep,17,products from slaughtered animals,NA,"Meat of sheep and lamb, whether fresh, chilled or frozen, with bone inor boneless."
978,offals of sheep edible,FALSE,"Offals of sheep, edible",17,products from slaughtered animals,NA,"Fresh, chilled or frozen."
979,fat of sheep,FALSE,Fat of sheep,14,vegetable and animal oils and fats,NA,Unrendered slaughter fats of sheep. See 0869.
982,sheep milk,FALSE,Sheep milk,18,products from live animals,NA,See 0882 and derived products.
983,butter and ghee of sheep milk,FALSE,Butter and Ghee of Sheep Milk,18,products from live animals,NA,No definition available.
984,cheese of sheep milk,FALSE,Cheese of Sheep Milk,18,products from live animals,NA,No definition available.
985,skim sheep milk,FALSE,Skim Sheep Milk,18,products from live animals,NA,No definition available.
987,wool greasy,FALSE,"Wool, Greasy",9,fibres of vegetal and animal origin,NA,"A natural fibre taken from sheep or lambs. Includes fleece-washed, shorn and pulled wool (from slaughtered animals), but does not include carded or combed wool."
988,wool degreased,FALSE,"Wool, Degreased",9,fibres of vegetal and animal origin,NA,"Includes scoured and carbonized, but does not include carded or combed wool."
994,wool grease and lanolin,FALSE,Wool Grease and Lanolin,14,vegetable and animal oils and fats,NA,"Extracted from the soapy water in which wool has been scoured, or from greasy wool by meand of solvents. Lanolin is obtained by purifying wool grease. Includes wool grease olein and stearin."
995,sheepskins fresh,FALSE,"Sheepskins, fresh",19,hides and skins,NA,See 0919. Both adult and young animals.
996,skins wet-salted (sheep),FALSE,"Skins, Wet-Salted (Sheep)",19,hides and skins,NA,Sheep and lamb skins without wool. See 0920.
997,skins dry-salted (sheep),FALSE,"Skins, Dry-Salted (Sheep)",19,hides and skins,NA,Sheep and lamb skins without wool. See 0921.
998,skins nes sheep,FALSE,"Skins nes, Sheep",19,hides and skins,NA,Sheep and lamb skins without wool. See 0922.
999,skins with wool sheep,FALSE,"Skins with Wool, Sheep",19,hides and skins,NA,"Sheep and lamb skins (excluding 1002), with wool on, salted, dried, limed, pickled or otherwise preserved."
1002,karakul skins,FALSE,Karakul skins,19,hides and skins,NA,"Raw skins of Astrakhan, Caracul, Persian or similar lambs."
1007,wool shoddy,FALSE,"Wool, Shoddy",9,fibres of vegetal and animal origin,NA,"Garnetted stock of wool or of fine or coarse animal hair obtained by garnetting rags or waste of spinning, weaving, knitting etc."
1008,hair carded combed,FALSE,"Hair, Carded, Combed",9,fibres of vegetal and animal origin,NA,"Wool and fine or coarse animal hair, carded or combed, including combed wool in fragments."
1009,wool hair waste,FALSE,"Wool, Hair Waste",9,fibres of vegetal and animal origin,NA,Noils of wool or animal hair not garnetted; other waste of wool and animal hair (excluding horsehair) not covered in 1007.
1010,wool tops,FALSE,Wool Tops,9,fibres of vegetal and animal origin,NA,Slivers consisting of long fibres laid parallel by combing and then wound into balls.
1016,goats,TRUE,Goats,16,livestock,Capra spp.,"See 0866. Includes Hircus, Ibex, Nubiana, Pyrenaica, Tibetana, Kashmir and Angora."
1017,goat meat,FALSE,Goat meat,17,products from slaughtered animals,NA,"Meat of goats and kids, whether fresh, chilled or frozen, with bone inor boneless."
1018,offals of goats edible,FALSE,"Offals of goats, edible",17,products from slaughtered animals,NA,"Fresh, chilled or frozen."
1019,fat of goats,FALSE,Fat of goats,14,vegetable and animal oils and fats,NA,Unrendered slaughter fats of goats. See 0869.
1020,goat milk,FALSE,Goat milk,18,products from live animals,NA,See 0882 and derived products.
